5.1196 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [2560, 1600]. Using actual size
7.9335 	EXP 	Created label_right = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='label_right', opacity=1.0, ori=0.0, pos=array([0.4, 0.4]), rgb=UNKNOWN, text='消极词 - 按I键', units='height', win=Window(...), wrapWidth=1)
7.9349 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([ 1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([ 1., -1., -1.]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
7.9352 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.9395 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='本部分测试结束\n按空格键继续', units='height', win=Window(...), wrapWidth=1)
7.9479 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='所有测试结束！谢谢你的参与！\n请按ESC退出程序', units='height', win=Window(...), wrapWidth=1)
7.9535 	EXP 	text: autoDraw = True
8.5710 	EXP 	Imported IAT_block_loop.xlsx as conditions, 7 conditions, 5 params
8.5717 	EXP 	Created sequence: sequential, trialTypes=7, nReps=1, seed=None
8.5718 	EXP 	New trial (rep=0, index=0): {'block_loop': 'block1.xlsx', 'reps': 3, 'leftLabel': '积极词-按E键', 'rightLabel': '消极词-按I键', 'InstrText': '接下来将进行第一部分的测试\n请你将左手和右手的食指分别放在E和I按键上。\n一会屏幕中会先短暂出现一个十字，请注视。\n十字消失后会出现一个词语（积极词或消极词），\n请在保证正确率的前提下快速对其进行分类。\n具体规则为：积极词-按E键；消极词-按I键\n如果你已经明白规则，请按空格键开始测试\n如果你有任何疑问，请咨询实验员'}
8.6176 	DATA 	Keypress: space
8.6200 	EXP 	text: autoDraw = False
8.6200 	EXP 	text_3: height = 0.05
8.6200 	EXP 	text_3: height = 0.05
8.6200 	EXP 	text_3: height = 0.05
8.6200 	EXP 	text_3: text = '接下来将进行第一部分的测试\n请你将左手和右手的食指分别放在E和I按键上。\n一会屏幕中会先短暂出现一个十字，请注视。\n十字消失后会出现一个词语（积极词或消极词），\n请在保证正确率的前提下快速对其进行分类。\n具体规则为：积极词-按E键；消极词-按I键\n如果你已经明白规则，请按空格键开始测试\n如果你有任何疑问，请咨询实验员'
8.6200 	EXP 	text_3: autoDraw = True
18.6488 	EXP 	Imported block1.xlsx as conditions, 8 conditions, 3 params
18.6496 	EXP 	Created sequence: random, trialTypes=8, nReps=3, seed=None
18.6498 	EXP 	New trial (rep=0, index=0): {'stims': '漂亮', 'correct_key': 'e', 'stim_color': 'white'}
18.6559 	DATA 	Keypress: space
18.6587 	EXP 	text_3: autoDraw = False
18.6587 	EXP 	text_5: height = 0.05
18.6587 	EXP 	text_5: height = 0.05
18.6587 	EXP 	text_5: height = 0.05
18.6587 	EXP 	text_5: text = '漂亮'
18.6587 	EXP 	label_left: autoDraw = True
18.6587 	EXP 	label_right: autoDraw = True
18.6587 	EXP 	polygon_2: autoDraw = True
19.1592 	EXP 	polygon_2: autoDraw = False
19.6438 	EXP 	text_5: autoDraw = True
21.4206 	EXP 	New trial (rep=0, index=1): {'stims': '喜爱', 'correct_key': 'e', 'stim_color': 'white'}
21.4321 	EXP 	label_left: autoDraw = False
21.4321 	EXP 	label_right: autoDraw = False
21.4321 	EXP 	polygon_2: autoDraw = False
21.4321 	EXP 	text_5: autoDraw = False
21.4321 	EXP 	text_5: height = 0.05
21.4321 	EXP 	text_5: height = 0.05
21.4321 	EXP 	text_5: height = 0.05
21.4321 	EXP 	text_5: text = '喜爱'
21.4321 	EXP 	label_left: autoDraw = True
21.4321 	EXP 	label_right: autoDraw = True
21.4321 	EXP 	polygon_2: autoDraw = True
22.7107 	EXP 	polygon_2: autoDraw = False
22.7107 	EXP 	text_5: autoDraw = True
25.1783 	DATA 	Keypress: lshift
27.7131 	DATA 	Keypress: e
27.7180 	EXP 	New trial (rep=0, index=2): {'stims': '厌恶', 'correct_key': 'i', 'stim_color': 'white'}
27.7236 	EXP 	label_left: autoDraw = False
27.7236 	EXP 	label_right: autoDraw = False
27.7236 	EXP 	polygon_2: autoDraw = False
27.7236 	EXP 	text_5: autoDraw = False
27.7236 	EXP 	text_5: height = 0.05
27.7236 	EXP 	text_5: height = 0.05
27.7236 	EXP 	text_5: height = 0.05
27.7236 	EXP 	text_5: text = '厌恶'
27.7236 	EXP 	label_left: autoDraw = True
27.7236 	EXP 	label_right: autoDraw = True
27.7236 	EXP 	polygon_2: autoDraw = True
28.2265 	EXP 	polygon_2: autoDraw = False
28.7175 	EXP 	text_5: autoDraw = True
30.1596 	EXP 	New trial (rep=0, index=3): {'stims': '恶心', 'correct_key': 'i', 'stim_color': 'white'}
30.1614 	DATA 	Keypress: i
30.1652 	EXP 	label_left: autoDraw = False
30.1652 	EXP 	label_right: autoDraw = False
30.1652 	EXP 	polygon_2: autoDraw = False
30.1652 	EXP 	text_5: autoDraw = False
30.1652 	EXP 	text_5: height = 0.05
30.1652 	EXP 	text_5: height = 0.05
30.1652 	EXP 	text_5: height = 0.05
30.1652 	EXP 	text_5: text = '恶心'
30.1652 	EXP 	label_left: autoDraw = True
30.1652 	EXP 	label_right: autoDraw = True
30.1652 	EXP 	polygon_2: autoDraw = True
30.6680 	EXP 	polygon_2: autoDraw = False
31.1588 	EXP 	text_5: autoDraw = True
31.9410 	EXP 	New trial (rep=0, index=4): {'stims': '愉悦', 'correct_key': 'e', 'stim_color': 'white'}
31.9431 	DATA 	Keypress: i
31.9463 	EXP 	label_left: autoDraw = False
31.9463 	EXP 	label_right: autoDraw = False
31.9463 	EXP 	polygon_2: autoDraw = False
31.9463 	EXP 	text_5: autoDraw = False
31.9463 	EXP 	text_5: height = 0.05
31.9463 	EXP 	text_5: height = 0.05
31.9463 	EXP 	text_5: height = 0.05
31.9463 	EXP 	text_5: text = '愉悦'
31.9463 	EXP 	label_left: autoDraw = True
31.9463 	EXP 	label_right: autoDraw = True
31.9463 	EXP 	polygon_2: autoDraw = True
32.4491 	EXP 	polygon_2: autoDraw = False
32.9460 	EXP 	text_5: autoDraw = True
33.6921 	EXP 	New trial (rep=0, index=5): {'stims': '美丽', 'correct_key': 'e', 'stim_color': 'white'}
33.6944 	DATA 	Keypress: e
33.6975 	EXP 	label_left: autoDraw = False
33.6975 	EXP 	label_right: autoDraw = False
33.6975 	EXP 	polygon_2: autoDraw = False
33.6975 	EXP 	text_5: autoDraw = False
33.6975 	EXP 	text_5: height = 0.05
33.6975 	EXP 	text_5: height = 0.05
33.6975 	EXP 	text_5: height = 0.05
33.6975 	EXP 	text_5: text = '美丽'
33.6975 	EXP 	label_left: autoDraw = True
33.6975 	EXP 	label_right: autoDraw = True
33.6975 	EXP 	polygon_2: autoDraw = True
34.2000 	EXP 	polygon_2: autoDraw = False
34.6969 	EXP 	text_5: autoDraw = True
35.2970 	EXP 	New trial (rep=0, index=6): {'stims': '难受', 'correct_key': 'i', 'stim_color': 'white'}
35.2995 	DATA 	Keypress: e
35.3026 	EXP 	label_left: autoDraw = False
35.3026 	EXP 	label_right: autoDraw = False
35.3026 	EXP 	polygon_2: autoDraw = False
35.3026 	EXP 	text_5: autoDraw = False
35.3026 	EXP 	text_5: height = 0.05
35.3026 	EXP 	text_5: height = 0.05
35.3026 	EXP 	text_5: height = 0.05
35.3026 	EXP 	text_5: text = '难受'
35.3026 	EXP 	label_left: autoDraw = True
35.3026 	EXP 	label_right: autoDraw = True
35.3026 	EXP 	polygon_2: autoDraw = True
35.8056 	EXP 	polygon_2: autoDraw = False
36.2963 	EXP 	text_5: autoDraw = True
36.8542 	EXP 	New trial (rep=0, index=7): {'stims': '丑陋', 'correct_key': 'i', 'stim_color': 'white'}
36.8561 	DATA 	Keypress: i
36.8596 	EXP 	label_left: autoDraw = False
36.8596 	EXP 	label_right: autoDraw = False
36.8596 	EXP 	polygon_2: autoDraw = False
36.8596 	EXP 	text_5: autoDraw = False
36.8596 	EXP 	text_5: height = 0.05
36.8596 	EXP 	text_5: height = 0.05
36.8596 	EXP 	text_5: height = 0.05
36.8596 	EXP 	text_5: text = '丑陋'
36.8596 	EXP 	label_left: autoDraw = True
36.8596 	EXP 	label_right: autoDraw = True
36.8596 	EXP 	polygon_2: autoDraw = True
37.3624 	EXP 	polygon_2: autoDraw = False
37.8534 	EXP 	text_5: autoDraw = True
38.4846 	EXP 	New trial (rep=1, index=0): {'stims': '漂亮', 'correct_key': 'e', 'stim_color': 'white'}
38.4870 	DATA 	Keypress: i
38.4893 	EXP 	label_left: autoDraw = False
38.4893 	EXP 	label_right: autoDraw = False
38.4893 	EXP 	polygon_2: autoDraw = False
38.4893 	EXP 	text_5: autoDraw = False
38.4893 	EXP 	text_5: height = 0.05
38.4893 	EXP 	text_5: height = 0.05
38.4893 	EXP 	text_5: height = 0.05
38.4893 	EXP 	text_5: text = '漂亮'
38.4893 	EXP 	label_left: autoDraw = True
38.4893 	EXP 	label_right: autoDraw = True
38.4893 	EXP 	polygon_2: autoDraw = True
38.9922 	EXP 	polygon_2: autoDraw = False
39.4890 	EXP 	text_5: autoDraw = True
40.1196 	EXP 	New trial (rep=1, index=1): {'stims': '愉悦', 'correct_key': 'e', 'stim_color': 'white'}
40.1214 	DATA 	Keypress: e
40.1250 	EXP 	label_left: autoDraw = False
40.1250 	EXP 	label_right: autoDraw = False
40.1250 	EXP 	polygon_2: autoDraw = False
40.1250 	EXP 	text_5: autoDraw = False
40.1250 	EXP 	text_5: height = 0.05
40.1250 	EXP 	text_5: height = 0.05
40.1250 	EXP 	text_5: height = 0.05
40.1250 	EXP 	text_5: text = '愉悦'
40.1250 	EXP 	label_left: autoDraw = True
40.1250 	EXP 	label_right: autoDraw = True
40.1250 	EXP 	polygon_2: autoDraw = True
40.6280 	EXP 	polygon_2: autoDraw = False
41.1189 	EXP 	text_5: autoDraw = True
41.8281 	EXP 	New trial (rep=1, index=2): {'stims': '厌恶', 'correct_key': 'i', 'stim_color': 'white'}
41.8304 	DATA 	Keypress: e
41.8337 	EXP 	label_left: autoDraw = False
41.8337 	EXP 	label_right: autoDraw = False
41.8337 	EXP 	polygon_2: autoDraw = False
41.8337 	EXP 	text_5: autoDraw = False
41.8337 	EXP 	text_5: height = 0.05
41.8337 	EXP 	text_5: height = 0.05
41.8337 	EXP 	text_5: height = 0.05
41.8337 	EXP 	text_5: text = '厌恶'
41.8337 	EXP 	label_left: autoDraw = True
41.8337 	EXP 	label_right: autoDraw = True
41.8337 	EXP 	polygon_2: autoDraw = True
42.3364 	EXP 	polygon_2: autoDraw = False
42.8271 	EXP 	text_5: autoDraw = True
43.3792 	EXP 	New trial (rep=1, index=3): {'stims': '美丽', 'correct_key': 'e', 'stim_color': 'white'}
43.3812 	DATA 	Keypress: i
43.3846 	EXP 	label_left: autoDraw = False
43.3846 	EXP 	label_right: autoDraw = False
43.3846 	EXP 	polygon_2: autoDraw = False
43.3846 	EXP 	text_5: autoDraw = False
43.3846 	EXP 	text_5: height = 0.05
43.3846 	EXP 	text_5: height = 0.05
43.3846 	EXP 	text_5: height = 0.05
43.3846 	EXP 	text_5: text = '美丽'
43.3846 	EXP 	label_left: autoDraw = True
43.3846 	EXP 	label_right: autoDraw = True
43.3846 	EXP 	polygon_2: autoDraw = True
43.8874 	EXP 	polygon_2: autoDraw = False
44.3783 	EXP 	text_5: autoDraw = True
45.1001 	EXP 	New trial (rep=1, index=4): {'stims': '丑陋', 'correct_key': 'i', 'stim_color': 'white'}
45.1022 	DATA 	Keypress: e
45.1051 	EXP 	label_left: autoDraw = False
45.1051 	EXP 	label_right: autoDraw = False
45.1051 	EXP 	polygon_2: autoDraw = False
45.1051 	EXP 	text_5: autoDraw = False
45.1051 	EXP 	text_5: height = 0.05
45.1051 	EXP 	text_5: height = 0.05
45.1051 	EXP 	text_5: height = 0.05
45.1051 	EXP 	text_5: text = '丑陋'
45.1051 	EXP 	label_left: autoDraw = True
45.1051 	EXP 	label_right: autoDraw = True
45.1051 	EXP 	polygon_2: autoDraw = True
45.6080 	EXP 	polygon_2: autoDraw = False
46.1047 	EXP 	text_5: autoDraw = True
46.5854 	DATA 	Keypress: i
46.5901 	EXP 	New trial (rep=1, index=5): {'stims': '喜爱', 'correct_key': 'e', 'stim_color': 'white'}
46.5955 	EXP 	label_left: autoDraw = False
46.5955 	EXP 	label_right: autoDraw = False
46.5955 	EXP 	polygon_2: autoDraw = False
46.5955 	EXP 	text_5: autoDraw = False
46.5955 	EXP 	text_5: height = 0.05
46.5955 	EXP 	text_5: height = 0.05
46.5955 	EXP 	text_5: height = 0.05
46.5955 	EXP 	text_5: text = '喜爱'
46.5955 	EXP 	label_left: autoDraw = True
46.5955 	EXP 	label_right: autoDraw = True
46.5955 	EXP 	polygon_2: autoDraw = True
47.0984 	EXP 	polygon_2: autoDraw = False
47.5890 	EXP 	text_5: autoDraw = True
48.1472 	EXP 	New trial (rep=1, index=6): {'stims': '恶心', 'correct_key': 'i', 'stim_color': 'white'}
48.1496 	DATA 	Keypress: e
48.1524 	EXP 	label_left: autoDraw = False
48.1524 	EXP 	label_right: autoDraw = False
48.1524 	EXP 	polygon_2: autoDraw = False
48.1524 	EXP 	text_5: autoDraw = False
48.1524 	EXP 	text_5: height = 0.05
48.1524 	EXP 	text_5: height = 0.05
48.1524 	EXP 	text_5: height = 0.05
48.1524 	EXP 	text_5: text = '恶心'
48.1524 	EXP 	label_left: autoDraw = True
48.1524 	EXP 	label_right: autoDraw = True
48.1524 	EXP 	polygon_2: autoDraw = True
48.6553 	EXP 	polygon_2: autoDraw = False
49.1462 	EXP 	text_5: autoDraw = True
49.6073 	EXP 	New trial (rep=1, index=7): {'stims': '难受', 'correct_key': 'i', 'stim_color': 'white'}
49.6095 	DATA 	Keypress: i
49.6126 	EXP 	label_left: autoDraw = False
49.6126 	EXP 	label_right: autoDraw = False
49.6126 	EXP 	polygon_2: autoDraw = False
49.6126 	EXP 	text_5: autoDraw = False
49.6126 	EXP 	text_5: height = 0.05
49.6126 	EXP 	text_5: height = 0.05
49.6126 	EXP 	text_5: height = 0.05
49.6126 	EXP 	text_5: text = '难受'
49.6126 	EXP 	label_left: autoDraw = True
49.6126 	EXP 	label_right: autoDraw = True
49.6126 	EXP 	polygon_2: autoDraw = True
50.1155 	EXP 	polygon_2: autoDraw = False
50.6062 	EXP 	text_5: autoDraw = True
51.2982 	DATA 	Keypress: i
51.3034 	EXP 	New trial (rep=2, index=0): {'stims': '丑陋', 'correct_key': 'i', 'stim_color': 'white'}
51.3091 	EXP 	label_left: autoDraw = False
51.3091 	EXP 	label_right: autoDraw = False
51.3091 	EXP 	polygon_2: autoDraw = False
51.3091 	EXP 	text_5: autoDraw = False
51.3091 	EXP 	text_5: height = 0.05
51.3091 	EXP 	text_5: height = 0.05
51.3091 	EXP 	text_5: height = 0.05
51.3091 	EXP 	text_5: text = '丑陋'
51.3091 	EXP 	label_left: autoDraw = True
51.3091 	EXP 	label_right: autoDraw = True
51.3091 	EXP 	polygon_2: autoDraw = True
51.8117 	EXP 	polygon_2: autoDraw = False
52.3025 	EXP 	text_5: autoDraw = True
52.9114 	DATA 	Keypress: i
52.9152 	EXP 	New trial (rep=2, index=1): {'stims': '恶心', 'correct_key': 'i', 'stim_color': 'white'}
52.9203 	EXP 	label_left: autoDraw = False
52.9203 	EXP 	label_right: autoDraw = False
52.9203 	EXP 	polygon_2: autoDraw = False
52.9203 	EXP 	text_5: autoDraw = False
52.9203 	EXP 	text_5: height = 0.05
52.9203 	EXP 	text_5: height = 0.05
52.9203 	EXP 	text_5: height = 0.05
52.9203 	EXP 	text_5: text = '恶心'
52.9203 	EXP 	label_left: autoDraw = True
52.9203 	EXP 	label_right: autoDraw = True
52.9203 	EXP 	polygon_2: autoDraw = True
53.4234 	EXP 	polygon_2: autoDraw = False
53.9200 	EXP 	text_5: autoDraw = True
55.6417 	EXP 	New trial (rep=2, index=2): {'stims': '美丽', 'correct_key': 'e', 'stim_color': 'white'}
55.6438 	DATA 	Keypress: i
55.6466 	EXP 	label_left: autoDraw = False
55.6466 	EXP 	label_right: autoDraw = False
55.6466 	EXP 	polygon_2: autoDraw = False
55.6466 	EXP 	text_5: autoDraw = False
55.6466 	EXP 	text_5: height = 0.05
55.6466 	EXP 	text_5: height = 0.05
55.6466 	EXP 	text_5: height = 0.05
55.6466 	EXP 	text_5: text = '美丽'
55.6466 	EXP 	label_left: autoDraw = True
55.6466 	EXP 	label_right: autoDraw = True
55.6466 	EXP 	polygon_2: autoDraw = True
56.1495 	EXP 	polygon_2: autoDraw = False
56.6462 	EXP 	text_5: autoDraw = True
57.2283 	EXP 	New trial (rep=2, index=3): {'stims': '喜爱', 'correct_key': 'e', 'stim_color': 'white'}
57.2303 	DATA 	Keypress: e
57.2339 	EXP 	label_left: autoDraw = False
57.2339 	EXP 	label_right: autoDraw = False
57.2339 	EXP 	polygon_2: autoDraw = False
57.2339 	EXP 	text_5: autoDraw = False
57.2339 	EXP 	text_5: height = 0.05
57.2339 	EXP 	text_5: height = 0.05
57.2339 	EXP 	text_5: height = 0.05
57.2339 	EXP 	text_5: text = '喜爱'
57.2339 	EXP 	label_left: autoDraw = True
57.2339 	EXP 	label_right: autoDraw = True
57.2339 	EXP 	polygon_2: autoDraw = True
57.7368 	EXP 	polygon_2: autoDraw = False
58.2274 	EXP 	text_5: autoDraw = True
58.7375 	EXP 	New trial (rep=2, index=4): {'stims': '难受', 'correct_key': 'i', 'stim_color': 'white'}
58.7395 	DATA 	Keypress: e
58.7425 	EXP 	label_left: autoDraw = False
58.7425 	EXP 	label_right: autoDraw = False
58.7425 	EXP 	polygon_2: autoDraw = False
58.7425 	EXP 	text_5: autoDraw = False
58.7425 	EXP 	text_5: height = 0.05
58.7425 	EXP 	text_5: height = 0.05
58.7425 	EXP 	text_5: height = 0.05
58.7425 	EXP 	text_5: text = '难受'
58.7425 	EXP 	label_left: autoDraw = True
58.7425 	EXP 	label_right: autoDraw = True
58.7425 	EXP 	polygon_2: autoDraw = True
59.2453 	EXP 	polygon_2: autoDraw = False
59.7423 	EXP 	text_5: autoDraw = True
60.2640 	EXP 	New trial (rep=2, index=5): {'stims': '漂亮', 'correct_key': 'e', 'stim_color': 'white'}
60.2662 	DATA 	Keypress: i
60.2692 	EXP 	label_left: autoDraw = False
60.2692 	EXP 	label_right: autoDraw = False
60.2692 	EXP 	polygon_2: autoDraw = False
60.2692 	EXP 	text_5: autoDraw = False
60.2692 	EXP 	text_5: height = 0.05
60.2692 	EXP 	text_5: height = 0.05
60.2692 	EXP 	text_5: height = 0.05
60.2692 	EXP 	text_5: text = '漂亮'
60.2692 	EXP 	label_left: autoDraw = True
60.2692 	EXP 	label_right: autoDraw = True
60.2692 	EXP 	polygon_2: autoDraw = True
60.7720 	EXP 	polygon_2: autoDraw = False
61.2628 	EXP 	text_5: autoDraw = True
61.7661 	EXP 	New trial (rep=2, index=6): {'stims': '厌恶', 'correct_key': 'i', 'stim_color': 'white'}
61.7686 	DATA 	Keypress: e
61.7740 	EXP 	label_left: autoDraw = False
61.7740 	EXP 	label_right: autoDraw = False
61.7740 	EXP 	polygon_2: autoDraw = False
61.7740 	EXP 	text_5: autoDraw = False
61.7740 	EXP 	text_5: height = 0.05
61.7740 	EXP 	text_5: height = 0.05
61.7740 	EXP 	text_5: height = 0.05
61.7740 	EXP 	text_5: text = '厌恶'
61.7740 	EXP 	label_left: autoDraw = True
61.7740 	EXP 	label_right: autoDraw = True
61.7740 	EXP 	polygon_2: autoDraw = True
62.2745 	EXP 	polygon_2: autoDraw = False
62.7652 	EXP 	text_5: autoDraw = True
63.2385 	EXP 	New trial (rep=2, index=7): {'stims': '愉悦', 'correct_key': 'e', 'stim_color': 'white'}
63.2405 	DATA 	Keypress: i
63.2439 	EXP 	label_left: autoDraw = False
63.2439 	EXP 	label_right: autoDraw = False
63.2439 	EXP 	polygon_2: autoDraw = False
63.2439 	EXP 	text_5: autoDraw = False
63.2439 	EXP 	text_5: height = 0.05
63.2439 	EXP 	text_5: height = 0.05
63.2439 	EXP 	text_5: height = 0.05
63.2439 	EXP 	text_5: text = '愉悦'
63.2439 	EXP 	label_left: autoDraw = True
63.2439 	EXP 	label_right: autoDraw = True
63.2439 	EXP 	polygon_2: autoDraw = True
63.7468 	EXP 	polygon_2: autoDraw = False
64.2435 	EXP 	text_5: autoDraw = True
64.6452 	DATA 	Keypress: e
64.6494 	EXP 	label_left: autoDraw = False
64.6494 	EXP 	label_right: autoDraw = False
64.6494 	EXP 	polygon_2: autoDraw = False
64.6494 	EXP 	text_5: autoDraw = False
64.6494 	EXP 	text_2: autoDraw = True
66.1222 	EXP 	New trial (rep=0, index=1): {'block_loop': 'block2.xlsx', 'reps': 3, 'leftLabel': '花-按E键', 'rightLabel': '虫-按I键', 'InstrText': '接下来将进行第二部分的测试\n请你将左手和右手的食指分别放在E和I按键上。\n该部分流程与刚才相同，只是出现的词语和规则稍有变化\n词语为花或者虫\n具体规则为：花-按E键；虫-按I键\n如果你已经明白规则，请按空格键开始测试\n如果你有任何疑问，请咨询实验员'}
66.1603 	DATA 	Keypress: space
66.1635 	EXP 	text_2: autoDraw = False
66.1635 	EXP 	text_3: height = 0.05
66.1635 	EXP 	text_3: height = 0.05
66.1635 	EXP 	text_3: height = 0.05
66.1635 	EXP 	text_3: text = '接下来将进行第二部分的测试\n请你将左手和右手的食指分别放在E和I按键上。\n该部分流程与刚才相同，只是出现的词语和规则稍有变化\n词语为花或者虫\n具体规则为：花-按E键；虫-按I键\n如果你已经明白规则，请按空格键开始测试\n如果你有任何疑问，请咨询实验员'
66.1635 	EXP 	text_3: autoDraw = True
71.2415 	EXP 	Imported block2.xlsx as conditions, 8 conditions, 3 params
71.2418 	EXP 	Created sequence: random, trialTypes=8, nReps=3, seed=None
71.2420 	EXP 	New trial (rep=0, index=0): {'stims': '蚂蚁', 'correct_key': 'i', 'stim_color': 'green'}
71.2441 	DATA 	Keypress: space
71.2462 	EXP 	text_3: autoDraw = False
71.2462 	EXP 	text_5: height = 0.05
71.2462 	EXP 	text_5: height = 0.05
71.2462 	EXP 	text_5: height = 0.05
71.2462 	EXP 	text_5: text = '蚂蚁'
71.2462 	EXP 	label_left: autoDraw = True
71.2462 	EXP 	label_right: autoDraw = True
71.2462 	EXP 	polygon_2: autoDraw = True
71.7499 	EXP 	polygon_2: autoDraw = False
72.2285 	EXP 	text_5: autoDraw = True
72.9015 	EXP 	New trial (rep=0, index=1): {'stims': '蜈蚣', 'correct_key': 'i', 'stim_color': 'green'}
72.9047 	DATA 	Keypress: i
72.9072 	EXP 	label_left: autoDraw = False
72.9072 	EXP 	label_right: autoDraw = False
